Country,Total Cases,Cases,Total Deaths,Deaths,Total Recovered,Serious,Tested,Active Cases,Date
Kenya,411,15,21.0,4,150.0,2.0,21702.0,240.0,2020-05-02
Palestine,353,9,2.0,0,76.0,0.0,32200.0,275.0,2020-05-02
Venezuela,335,2,10.0,0,142.0,2.0,458737.0,183.0,2020-05-02
Mauritius,332,0,10.0,0,312.0,3.0,16028.0,10.0,2020-05-02
Montenegro,322,0,7.0,0,233.0,2.0,6864.0,82.0,2020-05-02
Isle of Man,316,1,22.0,1,271.0,21.0,3228.0,23.0,2020-05-02
Equatorial Guinea,315,0,1.0,0,9.0,0.0,854.0,305.0,2020-05-02
Gabon,276,0,3.0,0,67.0,1.0,724.0,206.0,2020-05-02
Vietnam,270,0,0.0,0,219.0,8.0,261004.0,51.0,2020-05-02
Paraguay,266,17,10.0,1,113.0,1.0,9903.0,143.0,2020-05-02
Guinea-Bissau,257,52,1.0,0,19.0,0.0,1500.0,237.0,2020-05-02
Rwanda,249,6,0.0,0,109.0,0.0,10969.0,140.0,2020-05-02
Congo,229,9,9.0,0,25.0,0.0,0.0,195.0,2020-05-02
Faeroe Islands,187,0,0.0,0,184.0,0.0,7081.0,3.0,2020-05-02
Martinique,179,1,14.0,0,83.0,5.0,0.0,82.0,2020-05-02
Liberia,152,11,18.0,2,45.0,0.0,0.0,89.0,2020-05-02
Guadeloupe,152,1,12.0,0,95.0,6.0,0.0,45.0,2020-05-02
Myanmar,151,1,6.0,0,31.0,0.0,8281.0,114.0,2020-05-02
Gibraltar,144,0,0.0,0,131.0,0.0,2626.0,13.0,2020-05-02
Brunei,138,0,1.0,0,124.0,2.0,13717.0,13.0,2020-05-02
Sierra Leone,136,12,7.0,0,21.0,0.0,0.0,108.0,2020-05-02
Ethiopia,133,2,3.0,0,66.0,0.0,18754.0,64.0,2020-05-02
Madagascar,132,4,0.0,0,94.0,1.0,3228.0,38.0,2020-05-02
French Guiana,128,2,1.0,0,98.0,2.0,0.0,29.0,2020-05-02
Togo,123,7,9.0,0,66.0,0.0,7100.0,48.0,2020-05-02
Cabo Verde,122,1,1.0,0,18.0,0.0,791.0,103.0,2020-05-02
Cambodia,122,0,0.0,0,119.0,1.0,12084.0,3.0,2020-05-02
Trinidad and Tobago,116,0,8.0,0,81.0,0.0,1772.0,27.0,2020-05-02
Bermuda,114,0,6.0,0,48.0,4.0,2791.0,60.0,2020-05-02
Zambia,109,3,3.0,0,74.0,1.0,5284.0,32.0,2020-05-02
Eswatini,106,6,1.0,0,12.0,0.0,714.0,93.0,2020-05-02
Aruba,100,0,2.0,0,81.0,4.0,1721.0,17.0,2020-05-02
Monaco,95,0,4.0,0,73.0,1.0,0.0,18.0,2020-05-02
Benin,90,26,2.0,1,42.0,0.0,0.0,46.0,2020-05-02
Haiti,85,4,8.0,0,10.0,0.0,848.0,67.0,2020-05-02
Uganda,85,2,0.0,0,52.0,0.0,33818.0,33.0,2020-05-02
Guyana,82,0,9.0,0,22.0,2.0,579.0,51.0,2020-05-02
Liechtenstein,82,0,1.0,0,55.0,0.0,900.0,26.0,2020-05-02
Bahamas,81,0,11.0,0,24.0,1.0,1284.0,46.0,2020-05-02
Barbados,81,0,7.0,0,39.0,4.0,2160.0,35.0,2020-05-02
Mozambique,79,3,0.0,0,12.0,0.0,2246.0,67.0,2020-05-02
Sint Maarten,76,1,13.0,0,44.0,7.0,329.0,19.0,2020-05-02
Cayman Islands,74,1,1.0,0,10.0,3.0,1927.0,63.0,2020-05-02
Chad,73,0,5.0,0,33.0,0.0,0.0,35.0,2020-05-02
CAR,72,22,0.0,0,10.0,0.0,0.0,62.0,2020-05-02
Libya,63,2,3.0,0,18.0,0.0,1949.0,42.0,2020-05-02
Nepal,59,2,0.0,0,16.0,0.0,60374.0,43.0,2020-05-02
French Polynesia,58,0,0.0,0,51.0,1.0,2544.0,7.0,2020-05-02
Macao,45,0,0.0,0,37.0,1.0,0.0,8.0,2020-05-02
South Sudan,45,10,0.0,0,0.0,0.0,1247.0,45.0,2020-05-02
Syria,44,1,3.0,0,27.0,0.0,0.0,14.0,2020-05-02
Eritrea,39,0,0.0,0,26.0,0.0,0.0,13.0,2020-05-02
Saint Martin,38,0,3.0,0,27.0,3.0,0.0,8.0,2020-05-02
Mongolia,38,0,0.0,0,10.0,0.0,7672.0,28.0,2020-05-02
Malawi,37,0,3.0,0,9.0,1.0,831.0,25.0,2020-05-02
Zimbabwe,34,0,4.0,0,5.0,0.0,7642.0,25.0,2020-05-02
Angola,30,3,2.0,0,11.0,0.0,481.0,17.0,2020-05-02
Antigua and Barbuda,25,1,3.0,0,15.0,1.0,151.0,7.0,2020-05-02
Timor-Leste,24,0,0.0,0,16.0,0.0,322.0,8.0,2020-05-02
Botswana,23,0,1.0,0,8.0,0.0,7675.0,14.0,2020-05-02
Grenada,20,0,0.0,0,13.0,4.0,1406.0,7.0,2020-05-02
Laos,19,0,0.0,0,8.0,0.0,2021.0,11.0,2020-05-02
Belize,18,0,2.0,0,13.0,1.0,1043.0,3.0,2020-05-02
Fiji,18,0,0.0,0,12.0,0.0,1007.0,6.0,2020-05-02
New Caledonia,18,0,0.0,0,17.0,1.0,4947.0,1.0,2020-05-02
Saint Lucia,17,0,0.0,0,15.0,0.0,446.0,2.0,2020-05-02
Curaçao,16,0,1.0,0,13.0,0.0,351.0,2.0,2020-05-02
Sao Tome and Principe,16,2,1.0,1,4.0,0.0,19.0,11.0,2020-05-02
Dominica,16,0,0.0,0,13.0,0.0,383.0,3.0,2020-05-02
Namibia,16,0,0.0,0,8.0,0.0,704.0,8.0,2020-05-02
St. Vincent Grenadines,16,0,0.0,0,8.0,0.0,108.0,8.0,2020-05-02
Saint Kitts and Nevis,15,0,0.0,0,6.0,0.0,293.0,9.0,2020-05-02
Tajikistan,15,0,0.0,0,0.0,0.0,0.0,15.0,2020-05-02
Nicaragua,14,0,3.0,0,7.0,0.0,0.0,4.0,2020-05-02
Falkland Islands,13,0,0.0,0,13.0,0.0,372.0,0.0,2020-05-02
Gambia,12,1,1.0,0,8.0,0.0,401.0,3.0,2020-05-02
Turks and Caicos,12,0,1.0,0,5.0,0.0,83.0,6.0,2020-05-02
Burundi,11,0,1.0,0,4.0,0.0,284.0,6.0,2020-05-02
Montserrat,11,0,1.0,0,2.0,1.0,36.0,8.0,2020-05-02
Greenland,11,0,0.0,0,11.0,0.0,1271.0,0.0,2020-05-02
Vatican City,11,0,0.0,0,2.0,0.0,0.0,9.0,2020-05-02
Seychelles,11,0,0.0,0,6.0,0.0,0.0,5.0,2020-05-02
Suriname,10,0,1.0,0,8.0,0.0,404.0,1.0,2020-05-02
MS Zaandam,9,0,2.0,0,0.0,0.0,0.0,7.0,2020-05-02
Mauritania,8,0,1.0,0,6.0,0.0,1032.0,1.0,2020-05-02
Papua New Guinea,8,0,0.0,0,0.0,0.0,604.0,8.0,2020-05-02
Yemen,7,1,2.0,0,1.0,0.0,120.0,4.0,2020-05-02
Bhutan,7,0,0.0,0,5.0,0.0,10101.0,2.0,2020-05-02
British Virgin Islands,6,0,1.0,0,3.0,0.0,0.0,2.0,2020-05-02
Caribbean Netherlands,6,1,0.0,0,0.0,0.0,110.0,6.0,2020-05-02
St. Barth,6,0,0.0,0,6.0,0.0,0.0,0.0,2020-05-02
Western Sahara,6,0,0.0,0,5.0,0.0,0.0,1.0,2020-05-02
Anguilla,3,0,0.0,0,3.0,0.0,0.0,0.0,2020-05-02
Comoros,1,0,0.0,0,0.0,0.0,0.0,1.0,2020-05-02
Saint Pierre Miquelon,1,0,0.0,0,0.0,0.0,0.0,1.0,2020-05-02
Total:,3398094,94550,239448.0,5624,1080075.0,51355.0,0.0,2078571.0,2020-05-02
World,3481371,83277,244663.0,5215,1120930.0,50860.0,0.0,2115778.0,2020-05-03
China,82875,1,4633.0,0,77685.0,37.0,0.0,557.0,2020-05-03
USA,1160774,29744,67444.0,1691,173318.0,16475.0,6931132.0,920012.0,2020-05-03
Spain,245589,2610,25100.0,276,146255.0,2386.0,1528833.0,74234.0,2020-05-03
Italy,209328,1900,28710.0,474,79914.0,1539.0,2108837.0,100704.0,2020-05-03
UK,182260,4806,28131.0,621,0.0,1559.0,1129907.0,153785.0,2020-05-03
France,168396,1050,24760.0,166,50562.0,3827.0,1100228.0,93074.0,2020-05-03
Germany,164967,890,6812.0,76,129000.0,2105.0,2547052.0,29155.0,2020-05-03
Turkey,124375,1983,3336.0,78,58259.0,1445.0,1111366.0,62780.0,2020-05-03
Russia,124054,9623,1222.0,53,15013.0,2300.0,3945518.0,107819.0,2020-05-03
Brazil,96559,4450,6750.0,340,40937.0,8318.0,339552.0,48872.0,2020-05-03
Iran,96448,802,6156.0,65,77350.0,2787.0,484541.0,12942.0,2020-05-03
Canada,56714,1653,3566.0,175,23801.0,557.0,832222.0,29347.0,2020-05-03
Belgium,49517,485,7765.0,62,12211.0,689.0,260996.0,29541.0,2020-05-03
Peru,42534,2075,1200.0,76,12434.0,671.0,355604.0,28900.0,2020-05-03
Netherlands,40236,445,4987.0,94,0.0,708.0,225899.0,34999.0,2020-05-03
India,39699,2442,1323.0,100,10819.0,0.0,976363.0,27557.0,2020-05-03
Switzerland,29817,112,1762.0,8,24200.0,141.0,276000.0,3855.0,2020-05-03
Ecuador,27464,1128,1371.0,308,2132.0,149.0,73929.0,23961.0,2020-05-03
Saudi Arabia,25459,1362,176.0,7,3765.0,139.0,339775.0,21518.0,2020-05-03
Portugal,25190,203,1023.0,16,1671.0,150.0,426836.0,22496.0,2020-05-03
Sweden,22082,562,2669.0,16,1005.0,531.0,119500.0,18408.0,2020-05-03
Ireland,21176,343,1286.0,21,13386.0,99.0,169377.0,6504.0,2020-05-03
Mexico,20739,1515,1972.0,113,12377.0,378.0,91188.0,6390.0,2020-05-03
Pakistan,19022,930,437.0,20,4753.0,111.0,193859.0,13832.0,2020-05-03
Chile,18435,1427,247.0,13,9572.0,425.0,199400.0,8616.0,2020-05-03
Singapore,17548,447,17.0,1,1347.0,24.0,143919.0,16184.0,2020-05-03
Israel,16185,84,229.0,4,9593.0,105.0,390022.0,6363.0,2020-05-03
Belarus,15828,911,97.0,4,3117.0,92.0,195430.0,12614.0,2020-05-03
Austria,15558,27,596.0,7,13180.0,114.0,269619.0,1782.0,2020-05-03
Qatar,14872,776,12.0,0,1534.0,72.0,101728.0,13326.0,2020-05-03
Japan,14571,266,474.0,19,3205.0,324.0,181527.0,10892.0,2020-05-03
UAE,13599,561,119.0,8,2664.0,1.0,1200000.0,10816.0,2020-05-03
Poland,13375,270,664.0,13,3762.0,160.0,366013.0,8949.0,2020-05-03
Romania,12732,165,771.0,27,4547.0,265.0,190540.0,7414.0,2020-05-03
Ukraine,11411,550,279.0,7,1498.0,151.0,122752.0,9634.0,2020-05-03
Indonesia,10843,292,831.0,31,1665.0,0.0,107943.0,8347.0,2020-05-03
S. Korea,10780,6,250.0,2,9123.0,55.0,623069.0,1407.0,2020-05-03
Denmark,9407,96,475.0,15,6889.0,60.0,221912.0,2043.0,2020-05-03
Serbia,9362,157,189.0,4,1426.0,57.0,96637.0,7747.0,2020-05-03
Philippines,8928,156,603.0,24,1124.0,31.0,115012.0,7201.0,2020-05-03
Bangladesh,8790,552,175.0,5,177.0,1.0,76066.0,8438.0,2020-05-03
Norway,7809,26,211.0,1,32.0,37.0,172586.0,7566.0,2020-05-03
Czechia,7755,18,245.0,5,3461.0,67.0,253826.0,4049.0,2020-05-03
Dominican Republic,7578,290,326.0,13,1481.0,144.0,30102.0,5771.0,2020-05-03
Colombia,7285,279,324.0,10,1666.0,118.0,108950.0,5295.0,2020-05-03
Australia,6781,14,93.0,0,5789.0,28.0,611583.0,899.0,2020-05-03
Panama,6720,188,192.0,4,622.0,85.0,31895.0,5906.0,2020-05-03
South Africa,6336,385,123.0,7,2549.0,36.0,230686.0,3664.0,2020-05-03
Egypt,6193,298,415.0,9,1522.0,0.0,90000.0,4256.0,2020-05-03
Malaysia,6176,105,103.0,0,4326.0,31.0,184213.0,1747.0,2020-05-03
Finland,5176,125,220.0,2,3000.0,52.0,101800.0,1956.0,2020-05-03
Morocco,4729,160,173.0,2,1256.0,1.0,39367.0,3300.0,2020-05-03
Argentina,4681,149,237.0,12,1320.0,157.0,63866.0,3124.0,2020-05-03
Kuwait,4619,242,33.0,3,1703.0,69.0,179000.0,2883.0,2020-05-03
Algeria,4295,141,459.0,6,1872.0,22.0,6500.0,1964.0,2020-05-03
Moldova,4052,72,124.0,2,1334.0,237.0,11763.0,2594.0,2020-05-03
Kazakhstan,3857,260,25.0,0,985.0,41.0,282862.0,2847.0,2020-05-03
Luxembourg,3812,10,92.0,0,3318.0,23.0,47460.0,402.0,2020-05-03
Bahrain,3284,114,8.0,0,1568.0,1.0,139354.0,1708.0,2020-05-03
Thailand,2966,6,54.0,0,2732.0,61.0,178083.0,180.0,2020-05-03
Hungary,2942,79,335.0,12,625.0,52.0,79551.0,1982.0,2020-05-03
Greece,2620,8,143.0,3,1374.0,37.0,78207.0,1103.0,2020-05-03
Oman,2483,36,12.0,1,750.0,17.0,40459.0,1721.0,2020-05-03
Afghanistan,2469,134,72.0,4,331.0,7.0,11068.0,2066.0,2020-05-03
Nigeria,2388,218,85.0,17,351.0,2.0,16588.0,1952.0,2020-05-03
Armenia,2273,125,33.0,0,1010.0,10.0,23142.0,1230.0,2020-05-03
Iraq,2219,66,95.0,1,1473.0,0.0,98253.0,651.0,2020-05-03
Ghana,2169,95,18.0,1,229.0,4.0,113497.0,1922.0,2020-05-03
Uzbekistan,2118,32,9.0,0,1271.0,8.0,242536.0,838.0,2020-05-03
Croatia,2088,3,77.0,2,1463.0,17.0,37557.0,548.0,2020-05-03
Cameroon,2077,245,64.0,3,953.0,12.0,0.0,1060.0,2020-05-03
Azerbaijan,1894,40,25.0,0,1411.0,17.0,152597.0,458.0,2020-05-03
Bosnia and Herzegovina,1839,58,72.0,2,779.0,4.0,32783.0,988.0,2020-05-03
Iceland,1798,0,10.0,0,1706.0,0.0,50002.0,82.0,2020-05-03
Estonia,1699,5,53.0,1,256.0,7.0,54464.0,1390.0,2020-05-03
Cuba,1611,74,66.0,2,765.0,10.0,51506.0,780.0,2020-05-03
Bulgaria,1594,39,72.0,4,287.0,43.0,47636.0,1235.0,2020-05-03
Guinea,1586,49,7.0,0,405.0,0.0,0.0,1174.0,2020-05-03
North Macedonia,1506,12,82.0,1,852.0,21.0,16997.0,572.0,2020-05-03
New Zealand,1485,6,20.0,1,1263.0,0.0,145589.0,202.0,2020-05-03
Slovenia,1439,5,94.0,2,239.0,21.0,55020.0,1106.0,2020-05-03
Slovakia,1407,4,24.0,1,608.0,5.0,94770.0,775.0,2020-05-03
Lithuania,1406,7,46.0,1,632.0,17.0,138270.0,728.0,2020-05-03
Ivory Coast,1362,29,15.0,0,622.0,0.0,10508.0,725.0,2020-05-03
Bolivia,1229,62,66.0,4,134.0,3.0,5791.0,1029.0,2020-05-03
Senegal,1115,91,9.0,0,368.0,1.0,466.0,738.0,2020-05-03
Djibouti,1112,15,2.0,0,686.0,0.0,13856.0,424.0,2020-05-03
Hong Kong,1040,0,4.0,0,864.0,4.0,154989.0,172.0,2020-05-03
Tunisia,1009,11,42.0,1,323.0,25.0,24055.0,644.0,2020-05-03
Honduras,899,95,75.0,0,112.0,10.0,3643.0,712.0,2020-05-03
Latvia,871,1,16.0,0,348.0,2.0,63102.0,507.0,2020-05-03
Cyprus,864,7,15.0,0,296.0,15.0,62267.0,553.0,2020-05-03
Albania,789,7,31.0,0,519.0,4.0,8669.0,239.0,2020-05-03
Kyrgyzstan,769,13,8.0,0,527.0,12.0,51472.0,234.0,2020-05-03
Andorra,747,2,44.0,1,472.0,17.0,1673.0,231.0,2020-05-03
Niger,736,8,35.0,2,507.0,0.0,5271.0,194.0,2020-05-03
Lebanon,733,4,25.0,1,197.0,43.0,37880.0,511.0,2020-05-03
Costa Rica,733,8,6.0,0,372.0,6.0,13632.0,355.0,2020-05-03
Diamond Princess,712,0,13.0,0,645.0,4.0,0.0,54.0,2020-05-03
Sri Lanka,702,12,7.0,0,172.0,1.0,23525.0,523.0,2020-05-03
DRC,674,70,33.0,1,75.0,0.0,0.0,566.0,2020-05-03
Somalia,671,70,31.0,3,34.0,2.0,0.0,606.0,2020-05-03
Burkina Faso,652,3,44.0,0,535.0,0.0,0.0,73.0,2020-05-03
Uruguay,652,4,17.0,0,440.0,10.0,21164.0,195.0,2020-05-03
Guatemala,644,45,16.0,0,72.0,5.0,7200.0,556.0,2020-05-03
Sudan,592,150,41.0,10,52.0,0.0,0.0,499.0,2020-05-03
Georgia,582,16,8.0,1,207.0,6.0,15904.0,367.0,2020-05-03
San Marino,580,0,41.0,0,83.0,5.0,2397.0,456.0,2020-05-03
Mali,544,36,26.0,0,206.0,0.0,2172.0,312.0,2020-05-03
Channel Islands,543,5,41.0,0,406.0,0.0,5342.0,96.0,2020-05-03
Mayotte,539,0,4.0,0,235.0,4.0,3000.0,300.0,2020-05-03
Maldives,519,28,1.0,0,18.0,2.0,8008.0,500.0,2020-05-03
Tanzania,480,0,16.0,0,167.0,7.0,0.0,297.0,2020-05-03
Malta,468,1,4.0,0,379.0,1.0,35117.0,85.0,2020-05-03
Jordan,460,1,9.0,1,367.0,5.0,82092.0,84.0,2020-05-03
El Salvador,446,22,11.0,1,141.0,2.0,26961.0,294.0,2020-05-03
Kenya,435,24,22.0,1,152.0,2.0,21702.0,261.0,2020-05-03
Jamaica,432,10,8.0,0,31.0,1.0,4779.0,393.0,2020-05-03
Taiwan,432,3,6.0,0,324.0,0.0,63713.0,102.0,2020-05-03
Réunion,423,1,0.0,0,300.0,2.0,0.0,123.0,2020-05-03
Palestine,353,0,2.0,0,76.0,0.0,32200.0,275.0,2020-05-03
Venezuela,345,10,10.0,0,148.0,2.0,477790.0,187.0,2020-05-03
Gabon,335,59,5.0,2,85.0,1.0,724.0,245.0,2020-05-03
Paraguay,333,67,10.0,0,115.0,5.0,10342.0,208.0,2020-05-03
Mauritius,332,0,10.0,0,314.0,3.0,16028.0,8.0,2020-05-03
Montenegro,322,0,8.0,1,245.0,2.0,6864.0,69.0,2020-05-03
Isle of Man,320,4,22.0,0,271.0,21.0,3242.0,27.0,2020-05-03
Equatorial Guinea,315,0,1.0,0,9.0,0.0,854.0,305.0,2020-05-03
Vietnam,270,0,0.0,0,219.0,8.0,261004.0,51.0,2020-05-03
Guinea-Bissau,257,0,1.0,0,19.0,0.0,1500.0,237.0,2020-05-03
Rwanda,255,6,0.0,0,120.0,0.0,33303.0,135.0,2020-05-03
Congo,229,0,9.0,0,25.0,0.0,0.0,195.0,2020-05-03
Faeroe Islands,187,0,0.0,0,184.0,0.0,8021.0,3.0,2020-05-03
Martinique,179,0,14.0,0,83.0,5.0,0.0,82.0,2020-05-03
Sierra Leone,155,19,8.0,1,21.0,0.0,0.0,126.0,2020-05-03
Liberia,154,2,18.0,0,48.0,0.0,0.0,88.0,2020-05-03
Guadeloupe,152,0,12.0,0,95.0,6.0,0.0,45.0,2020-05-03
Cabo Verde,152,30,2.0,1,18.0,0.0,791.0,132.0,2020-05-03
Myanmar,151,0,6.0,0,37.0,0.0,8281.0,108.0,2020-05-03
Gibraltar,144,0,0.0,0,132.0,0.0,2711.0,12.0,2020-05-03
Brunei,138,0,1.0,0,126.0,2.0,13924.0,11.0,2020-05-03
Madagascar,135,3,0.0,0,97.0,1.0,3393.0,38.0,2020-05-03
Ethiopia,133,0,3.0,0,69.0,0.0,20770.0,61.0,2020-05-03
French Guiana,128,0,1.0,0,98.0,2.0,0.0,29.0,2020-05-03
Togo,123,0,9.0,0,66.0,0.0,7100.0,48.0,2020-05-03
Cambodia,122,0,0.0,0,120.0,1.0,12222.0,2.0,2020-05-03
Zambia,119,10,3.0,0,75.0,1.0,5284.0,41.0,2020-05-03
Chad,117,44,10.0,5,39.0,0.0,0.0,68.0,2020-05-03
Trinidad and Tobago,116,0,8.0,0,88.0,0.0,1838.0,20.0,2020-05-03
Bermuda,114,0,7.0,1,51.0,4.0,2819.0,56.0,2020-05-03
Eswatini,108,2,1.0,0,12.0,0.0,714.0,95.0,2020-05-03
Aruba,100,0,2.0,0,81.0,4.0,1731.0,17.0,2020-05-03
Monaco,95,0,4.0,0,78.0,1.0,0.0,13.0,2020-05-03
Benin,90,0,2.0,0,42.0,0.0,0.0,46.0,2020-05-03
Uganda,88,3,0.0,0,52.0,0.0,36302.0,36.0,2020-05-03
Haiti,85,0,8.0,0,10.0,0.0,848.0,67.0,2020-05-03
Bahamas,83,2,11.0,0,24.0,1.0,1353.0,48.0,2020-05-03
Guyana,82,0,9.0,0,22.0,2.0,579.0,51.0,2020-05-03
Liechtenstein,82,0,1.0,0,55.0,0.0,900.0,26.0,2020-05-03
Barbados,81,0,7.0,0,44.0,4.0,2369.0,30.0,2020-05-03
Mozambique,79,0,0.0,0,18.0,0.0,2337.0,61.0,2020-05-03
Sint Maarten,76,0,13.0,0,44.0,7.0,329.0,19.0,2020-05-03
Tajikistan,76,61,2.0,2,0.0,0.0,0.0,74.0,2020-05-03
Cayman Islands,74,0,1.0,0,10.0,3.0,1927.0,63.0,2020-05-03
CAR,72,0,0.0,0,10.0,0.0,0.0,62.0,2020-05-03
Libya,63,0,3.0,0,22.0,0.0,2155.0,38.0,2020-05-03
Nepal,59,0,0.0,0,16.0,0.0,61627.0,43.0,2020-05-03
French Polynesia,58,0,0.0,0,51.0,1.0,2599.0,7.0,2020-05-03
Macao,45,0,0.0,0,37.0,1.0,0.0,8.0,2020-05-03
South Sudan,45,0,0.0,0,0.0,0.0,1247.0,45.0,2020-05-03
Syria,44,0,3.0,0,27.0,0.0,0.0,14.0,2020-05-03
Eritrea,39,0,0.0,0,26.0,0.0,0.0,13.0,2020-05-03
Mongolia,39,1,0.0,0,10.0,0.0,8022.0,29.0,2020-05-03
Malawi,38,1,3.0,0,9.0,1.0,831.0,26.0,2020-05-03
Saint Martin,38,0,3.0,0,27.0,3.0,0.0,8.0,2020-05-03
Angola,35,5,2.0,0,11.0,0.0,481.0,22.0,2020-05-03
Zimbabwe,34,0,4.0,0,5.0,0.0,7642.0,25.0,2020-05-03
Antigua and Barbuda,25,0,3.0,0,15.0,1.0,151.0,7.0,2020-05-03
Timor-Leste,24,0,0.0,0,16.0,0.0,322.0,8.0,2020-05-03
Botswana,23,0,1.0,0,8.0,0.0,7675.0,14.0,2020-05-03
Grenada,21,1,0.0,0,13.0,4.0,1406.0,8.0,2020-05-03
Laos,19,0,0.0,0,9.0,0.0,2165.0,10.0,2020-05-03
Belize,18,0,2.0,0,13.0,1.0,1043.0,3.0,2020-05-03
Fiji,18,0,0.0,0,14.0,0.0,1007.0,4.0,2020-05-03
New Caledonia,18,0,0.0,0,17.0,1.0,4947.0,1.0,2020-05-03
Gambia,17,5,1.0,0,9.0,0.0,401.0,7.0,2020-05-03
Saint Lucia,17,0,0.0,0,15.0,0.0,446.0,2.0,2020-05-03
Curaçao,16,0,1.0,0,13.0,0.0,351.0,2.0,2020-05-03
Sao Tome and Principe,16,0,1.0,0,4.0,0.0,19.0,11.0,2020-05-03
Dominica,16,0,0.0,0,13.0,0.0,383.0,3.0,2020-05-03
Namibia,16,0,0.0,0,8.0,0.0,704.0,8.0,2020-05-03
St. Vincent Grenadines,16,0,0.0,0,8.0,0.0,108.0,8.0,2020-05-03
Burundi,15,4,1.0,0,7.0,0.0,284.0,7.0,2020-05-03
Saint Kitts and Nevis,15,0,0.0,0,8.0,0.0,294.0,7.0,2020-05-03
Nicaragua,14,0,3.0,0,7.0,0.0,0.0,4.0,2020-05-03
Falkland Islands,13,0,0.0,0,13.0,0.0,388.0,0.0,2020-05-03
Turks and Caicos,12,0,1.0,0,5.0,0.0,83.0,6.0,2020-05-03
Montserrat,11,0,1.0,0,2.0,1.0,36.0,8.0,2020-05-03
Greenland,11,0,0.0,0,11.0,0.0,1271.0,0.0,2020-05-03
Vatican City,11,0,0.0,0,2.0,0.0,0.0,9.0,2020-05-03
Seychelles,11,0,0.0,0,6.0,0.0,0.0,5.0,2020-05-03
Yemen,10,3,2.0,0,1.0,0.0,120.0,7.0,2020-05-03
Suriname,10,0,1.0,0,8.0,0.0,404.0,1.0,2020-05-03
MS Zaandam,9,0,2.0,0,0.0,0.0,0.0,7.0,2020-05-03
Mauritania,8,0,1.0,0,6.0,0.0,1032.0,1.0,2020-05-03
Papua New Guinea,8,0,0.0,0,0.0,0.0,604.0,8.0,2020-05-03
Bhutan,7,0,0.0,0,5.0,0.0,10548.0,2.0,2020-05-03
British Virgin Islands,6,0,1.0,0,3.0,0.0,0.0,2.0,2020-05-03
Caribbean Netherlands,6,0,0.0,0,0.0,0.0,110.0,6.0,2020-05-03
St. Barth,6,0,0.0,0,6.0,0.0,0.0,0.0,2020-05-03
Western Sahara,6,0,0.0,0,5.0,0.0,0.0,1.0,2020-05-03
Anguilla,3,0,0.0,0,3.0,0.0,0.0,0.0,2020-05-03
Comoros,3,2,0.0,0,0.0,0.0,0.0,3.0,2020-05-03
Saint Pierre Miquelon,1,0,0.0,0,0.0,0.0,0.0,1.0,2020-05-03
Total:,3481371,83277,244663.0,5215,1120930.0,50860.0,0.0,2115778.0,2020-05-03
World,3563689,82260,248145.0,3480,1153847.0,50040.0,0.0,2161697.0,2020-05-04
China,82877,2,4633.0,0,77713.0,34.0,0.0,531.0,2020-05-04
USA,1188122,27348,68597.0,1153,178263.0,16139.0,7196740.0,941262.0,2020-05-04
Spain,247122,1533,25264.0,164,148558.0,2386.0,1932455.0,73300.0,2020-05-04
Italy,210717,1389,28884.0,174,81654.0,1501.0,2153772.0,100179.0,2020-05-04
UK,186599,4339,28446.0,315,0.0,1559.0,1206405.0,157809.0,2020-05-04
France,168693,297,24895.0,135,50784.0,3819.0,1100228.0,93014.0,2020-05-04
Germany,165664,697,6866.0,54,130600.0,1979.0,2547052.0,28198.0,2020-05-04
Russia,134687,10633,1280.0,58,16639.0,2300.0,4100000.0,116768.0,2020-05-04
Turkey,126045,1670,3397.0,61,63151.0,1424.0,1135367.0,59497.0,2020-05-04
Brazil,101147,4588,7025.0,275,42991.0,8318.0,339552.0,51131.0,2020-05-04
Iran,97424,976,6203.0,47,78422.0,2690.0,496273.0,12799.0,2020-05-04
Canada,59474,2760,3682.0,116,24908.0,557.0,897444.0,30884.0,2020-05-04
Belgium,49906,389,7844.0,79,12309.0,674.0,423971.0,29753.0,2020-05-04
Peru,45928,3394,1286.0,86,13550.0,679.0,375096.0,31092.0,2020-05-04
India,42505,2806,1391.0,68,11775.0,0.0,1046450.0,29339.0,2020-05-04
Netherlands,40571,335,5056.0,69,0.0,688.0,225899.0,35265.0,2020-05-04
Switzerland,29905,88,1762.0,0,24500.0,141.0,280220.0,3643.0,2020-05-04
Ecuador,29538,2074,1564.0,193,3300.0,149.0,78659.0,24674.0,2020-05-04
Saudi Arabia,27011,1552,184.0,8,4134.0,139.0,352555.0,22693.0,2020-05-04
Portugal,25282,92,1043.0,20,1689.0,144.0,426836.0,22550.0,2020-05-04
Sweden,22317,235,2679.0,10,1005.0,403.0,119500.0,18633.0,2020-05-04
Mexico,22088,1349,2061.0,89,13447.0,378.0,93791.0,6580.0,2020-05-04
Ireland,21506,330,1303.0,17,13386.0,98.0,169377.0,6817.0,2020-05-04
Pakistan,20084,1062,457.0,20,5114.0,111.0,203025.0,14513.0,2020-05-04
Chile,19663,1228,260.0,13,10041.0,408.0,206218.0,9362.0,2020-05-04
Singapore,18205,657,18.0,1,1408.0,22.0,143919.0,16779.0,2020-05-04
Belarus,16705,877,99.0,2,3196.0,92.0,204239.0,13410.0,2020-05-04
Israel,16208,23,232.0,3,9749.0,103.0,397046.0,6227.0,2020-05-04
